,user_id,gender_encode,country_encode,age_normalized
4088,4976,0,1,0.31578947368421056
4089,6553,1,1,0.43157894736842106
4090,45397,1,4,0.2736842105263158
4091,37729,2,7,0.14736842105263157
4093,49698,1,0,0.2947368421052632
4094,49698,1,0,0.2947368421052632
4096,24879,0,7,0.35789473684210527
4097,43621,1,4,0.5052631578947367
4098,6599,0,4,0.6210526315789473
4099,3639,0,6,0.6736842105263158
4101,14648,1,2,0.35789473684210527
4102,26866,0,0,0.25263157894736843
4103,8029,0,7,0.6526315789473683
4104,40016,0,0,0.0631578947368421
4105,14144,2,4,0.4
4107,18019,0,3,0.3473684210526316
4108,20681,0,1,0.17894736842105263
4109,21151,0,1,0.5578947368421052
4110,19142,0,2,0.26315789473684215
4111,20184,0,2,0.09473684210526315
4112,41316,0,0,0.31578947368421056
4113,45639,1,6,0.14736842105263157
4114,2291,0,5,0.4842105263157895
4115,14811,2,5,0.1894736842105263
4117,36823,0,7,0.7578947368421052
4118,44021,0,7,0.631578947368421
4119,3599,1,6,0.5473684210526315
4120,7612,1,0,0.19999999999999998
4121,38916,0,2,0.35789473684210527
4122,39541,0,4,0.26315789473684215
4123,24983,0,3,0.12631578947368421
4124,17399,1,2,0.4
4125,17399,1,2,0.4
4127,28924,1,2,0.17894736842105263
4128,758,0,6,0.23157894736842105
4129,743,1,2,0.45263157894736844
4130,45128,1,2,0.2736842105263158
4131,5113,1,1,0.4105263157894737
4132,38023,0,6,0.7473684210526316
4133,35662,0,4,0.3894736842105263
4134,38379,1,2,0.2947368421052632
4135,27242,1,4,0.28421052631578947
4136,14846,0,3,0.24210526315789474
4137,40484,1,4,0.43157894736842106
4138,43259,0,7,0.1894736842105263
4140,31084,1,6,0.5789473684210525
4141,30288,0,3,0.22105263157894736
4142,30288,0,3,0.22105263157894736
4143,3194,2,5,0.4210526315789474
4144,45753,1,5,0.4947368421052632
4145,12672,0,3,0.3263157894736842
4148,24318,1,4,0.4631578947368421
4149,11083,0,3,0.4421052631578947
4150,12428,0,2,0.24210526315789474
4151,37738,2,6,0.7368421052631579
4153,7421,0,4,0.23157894736842105
4155,20287,1,2,0.13684210526315788
4156,2061,1,6,0.23157894736842105
4157,29174,1,0,0.14736842105263157
4159,49462,0,7,0.4210526315789474
4160,5761,1,2,0.4947368421052632
4161,21631,1,1,0.08421052631578947
4162,21631,1,1,0.08421052631578947
4164,1697,0,4,0.6526315789473683
4165,48022,1,5,0.6
4167,14843,1,0,0.12631578947368421
4168,6369,1,3,0.17894736842105263
4169,33141,2,0,0.21052631578947367
4170,35087,1,4,0.2736842105263158
4171,29617,0,1,0.2736842105263158
4172,8566,1,0,0.21052631578947367
4173,17804,0,3,0.3473684210526316
4174,49046,0,0,0.07368421052631578
4178,42134,1,0,0.09473684210526315
4179,111,1,6,0.6526315789473683
4180,26434,0,2,0.22105263157894736
4181,49996,0,7,0.24210526315789474
4183,6134,1,1,0.10526315789473684
4184,16159,1,3,0.1894736842105263
4185,3708,1,2,0.4631578947368421
4186,43224,1,7,0.24210526315789474
4187,38353,1,4,0.23157894736842105
4188,14491,1,2,0.10526315789473684
4189,5602,0,5,0.4947368421052632
4190,44643,0,0,0.24210526315789474
4191,10711,0,6,0.5684210526315789
4192,569,0,6,0.6210526315789473
4193,41541,0,6,0.22105263157894736
4194,48231,0,4,0.4842105263157895
4195,40618,1,0,0.09473684210526315
4196,26597,0,4,0.43157894736842106
4197,47401,0,0,0.22105263157894736
4198,7014,0,4,0.2736842105263158
4199,33857,1,3,0.11578947368421053
4200,46899,0,3,0.25263157894736843
4201,15541,1,1,0.10526315789473684
4202,43892,1,3,0.21052631578947367
4203,22594,1,3,0.2736842105263158
4204,40607,2,4,0.4421052631578947
4205,32132,0,7,0.368421052631579
4207,32312,0,7,0.14736842105263157
4210,32948,0,6,0.25263157894736843
4211,42839,0,6,0.2947368421052632
4212,42092,0,4,0.4421052631578947
4213,42092,0,4,0.4421052631578947
4214,31346,1,4,0.4210526315789474
4216,15066,0,0,0.15789473684210525
4217,41773,1,3,0.3894736842105263
4218,30108,0,4,0.5157894736842105
4219,23027,0,0,0.08421052631578947
4220,9628,1,6,0.7263157894736841
4221,46364,0,5,0.37894736842105264
4222,25664,1,5,0.6947368421052631
4223,11416,1,6,0.7052631578947368
4226,38194,1,4,0.4210526315789474
4227,8986,0,6,0.35789473684210527
4228,8627,0,5,0.5052631578947367
4229,13827,0,6,0.4631578947368421
4230,48607,1,2,0.24210526315789474
4231,34281,0,5,0.5368421052631579
4232,29628,1,1,0.6421052631578947
4233,46363,1,5,0.6210526315789473
4234,20204,0,5,0.43157894736842106
4235,30233,0,1,0.23157894736842105
4237,6091,0,2,0.5157894736842105
4239,18346,0,2,0.19999999999999998
4240,14541,0,2,0.21052631578947367
4241,7267,0,5,0.368421052631579
4242,6076,1,7,0.07368421052631578
4243,27972,0,0,0.052631578947368425
4244,19349,0,7,0.368421052631579
4245,3137,1,6,0.24210526315789474
4246,17977,1,5,0.631578947368421
4247,19036,1,2,0.17894736842105263
4248,22921,2,2,0.5894736842105263
4251,45351,0,1,0.4631578947368421
4252,28936,0,2,0.4105263157894737
4253,18482,1,2,0.3263157894736842
4254,34458,1,0,0.17894736842105263
4255,20912,0,6,0.3473684210526316
4256,26591,1,1,0.24210526315789474
4257,23494,1,0,0.2736842105263158
4258,28909,0,6,0.4
4259,46833,0,2,0.35789473684210527
4260,26673,1,6,0.15789473684210525
4261,34628,0,2,0.3368421052631579
4262,36048,0,6,0.3368421052631579
4263,21059,0,3,0.26315789473684215
4264,34168,0,5,0.45263157894736844
4265,11896,0,7,0.6210526315789473
4266,24491,0,3,0.15789473684210525
4267,15883,1,5,0.6947368421052631
4268,7093,0,7,0.11578947368421053
4269,29518,1,3,0.4421052631578947
4271,20526,0,5,0.31578947368421056
4273,35156,0,5,0.7263157894736841
4274,44714,2,2,0.5263157894736842
4275,25258,1,3,0.1894736842105263
4276,44436,0,7,0.35789473684210527
4278,36634,1,2,0.10526315789473684
4279,37172,0,5,0.5789473684210525
4280,30311,0,7,0.3894736842105263
4281,16297,0,4,0.28421052631578947
4282,36054,1,4,0.35789473684210527
4284,43732,0,6,0.7684210526315789
4285,31123,1,6,0.37894736842105264
4286,3929,1,6,0.4947368421052632
4287,3929,1,6,0.4947368421052632
4288,13872,1,1,0.1894736842105263
4290,27913,0,4,0.3263157894736842
4291,31144,0,6,0.7368421052631579
4294,9134,1,4,0.2736842105263158
4295,38791,0,6,0.7368421052631579
4296,37039,0,7,0.19999999999999998
4299,35108,0,3,0.14736842105263157
4300,38674,0,6,0.6
4301,44131,0,4,0.5157894736842105
4302,31297,1,7,0.19999999999999998
4304,8173,0,2,0.13684210526315788
4305,41467,1,2,0.26315789473684215
4307,6756,1,1,0.43157894736842106
4308,45166,0,3,0.12631578947368421
4309,13804,0,3,0.37894736842105264
4310,49064,1,6,0.6
4311,18997,1,6,0.1894736842105263
4312,27719,1,0,0.19999999999999998
4313,31332,1,5,0.5052631578947367
4314,46623,0,3,0.15789473684210525
4315,697,0,4,0.5368421052631579
4316,38037,0,5,0.4631578947368421
4317,17757,0,4,0.1894736842105263
4318,22729,0,3,0.19999999999999998
4319,39443,0,1,0.16842105263157894
4320,39443,0,1,0.16842105263157894
4321,26482,0,3,0.15789473684210525
4322,39347,0,6,0.5368421052631579
4323,28483,1,5,0.831578947368421
4324,36679,1,0,0.28421052631578947
4325,13282,1,3,0.16842105263157894
4326,30878,0,2,0.5052631578947367
4327,101,1,4,0.5052631578947367
4328,40301,1,0,0.25263157894736843
4329,43881,1,2,0.4947368421052632
4330,9513,0,5,0.5789473684210525
4332,16326,0,7,0.35789473684210527
4333,49003,1,0,0.25263157894736843
4335,27961,0,1,0.25263157894736843
4336,15536,1,6,0.8105263157894737
4338,49223,0,4,0.35789473684210527
4341,15223,2,3,0.12631578947368421
4342,12482,0,3,0.3263157894736842
4343,12482,0,3,0.3263157894736842
4344,24541,1,3,0.22105263157894736
4346,6568,1,5,0.17894736842105263
4347,40682,0,1,0.052631578947368425
4348,3409,0,5,0.37894736842105264
4349,21109,1,0,0.24210526315789474
4351,49991,1,1,0.7157894736842105
4352,40903,1,0,0.2736842105263158
4353,33456,1,1,0.23157894736842105
4355,1491,1,6,0.6736842105263158
4356,36306,1,7,0.5789473684210525
4357,21266,0,5,0.7473684210526316
4359,47403,1,7,0.5684210526315789
4360,28578,0,4,0.25263157894736843
4361,4196,0,1,0.30526315789473685
4363,5863,0,7,0.368421052631579
4365,25331,0,0,0.21052631578947367
4366,28143,0,3,0.17894736842105263
4367,47688,0,2,0.5157894736842105
4368,15446,0,0,0.08421052631578947
4369,9854,0,0,0.08421052631578947
4370,21637,0,3,0.4210526315789474
4371,21658,1,3,0.25263157894736843
4372,47678,1,4,0.2736842105263158
4375,20764,0,6,0.3368421052631579
4376,25464,0,7,0.5684210526315789
4377,48766,1,1,0.3263157894736842
4378,14117,2,5,0.9263157894736842
4381,4618,0,7,0.25263157894736843
4382,12063,0,5,0.6736842105263158
4383,5554,0,6,0.5157894736842105
4385,49886,1,4,0.45263157894736844
4386,31279,0,7,0.12631578947368421
4387,10746,1,3,0.23157894736842105
4389,9478,0,3,0.2736842105263158
4390,6948,0,5,0.7052631578947368
4391,25729,1,4,0.37894736842105264
4392,18477,1,7,0.831578947368421
4394,26003,0,4,0.5789473684210525
4395,16077,1,4,0.45263157894736844
4396,29504,1,6,0.5368421052631579
4397,37984,0,6,0.368421052631579
4398,18722,1,4,0.15789473684210525
4399,5143,0,6,0.5684210526315789
4400,43518,0,0,0.16842105263157894
4401,15272,0,7,0.21052631578947367
4402,32719,0,7,0.10526315789473684
4404,19854,1,2,0.24210526315789474
4405,41701,1,0,0.15789473684210525
4406,4327,0,1,0.4947368421052632
4407,29543,0,2,0.4631578947368421
4409,18516,1,3,0.11578947368421053
4410,18516,1,3,0.11578947368421053
4411,24074,0,5,0.5894736842105263
4412,3357,1,0,0.19999999999999998
4414,28913,0,2,0.45263157894736844
4415,43838,0,3,0.15789473684210525
4416,14343,1,0,0.13684210526315788
4417,18681,0,6,0.631578947368421
4419,16119,0,1,0.10526315789473684
4421,16549,1,0,0.17894736842105263
4422,26743,2,1,0.14736842105263157
4423,39442,0,4,0.28421052631578947
4424,20958,0,2,0.26315789473684215
4425,38876,1,6,0.6947368421052631
4426,24738,1,3,0.31578947368421056
4427,24738,1,3,0.31578947368421056
4428,32651,1,2,0.45263157894736844
4429,17261,0,7,0.19999999999999998
4431,27566,1,5,0.45263157894736844
4433,49497,2,2,0.30526315789473685
4434,17439,0,0,0.25263157894736843
4435,2477,1,0,0.22105263157894736
4436,41993,0,3,0.25263157894736843
4438,6358,0,7,0.3263157894736842
4439,38231,0,4,0.4
4440,25812,0,3,0.37894736842105264
4441,36484,0,7,0.28421052631578947
4442,29172,0,3,0.15789473684210525
4444,20202,0,2,0.28421052631578947
4445,35159,0,5,0.45263157894736844
4446,42156,1,4,0.21052631578947367
4448,44696,0,2,0.5263157894736842
4449,47517,0,0,0.24210526315789474
4451,34616,1,1,0.2736842105263158
4452,45294,1,2,0.1894736842105263
4454,31168,1,5,0.4105263157894737
4455,5481,0,4,0.4210526315789474
4456,30012,0,0,0.24210526315789474
4457,12401,0,1,0.3894736842105263
4458,23939,0,6,0.08421052631578947
4459,20786,2,2,0.43157894736842106
4460,4992,0,7,0.2736842105263158
4461,27813,1,1,0.2736842105263158
4462,17942,1,4,0.15789473684210525
4464,37712,2,3,0.24210526315789474
4467,19122,1,5,0.6842105263157894
4468,24028,0,0,0.28421052631578947
4469,24028,0,0,0.28421052631578947
4470,209,1,0,0.30526315789473685
4471,28132,1,4,0.4631578947368421
4472,21823,1,7,0.35789473684210527
4473,38086,1,2,0.45263157894736844
4474,12216,2,7,0.23157894736842105
4475,41011,1,5,0.5894736842105263
4476,20907,1,2,0.3473684210526316
4477,31611,0,7,0.45263157894736844
4478,45666,1,1,0.5789473684210525
4479,16899,1,0,0.16842105263157894
4481,33066,0,4,0.24210526315789474
4482,9031,1,7,0.7473684210526316
4483,40329,0,5,0.28421052631578947
4485,26459,1,2,0.16842105263157894
4486,37046,0,6,0.17894736842105263
4487,13743,0,4,0.8842105263157894
4488,33451,1,3,0.13684210526315788
4489,12133,0,7,0.43157894736842106
4490,48344,0,3,0.24210526315789474
4491,40579,1,6,0.25263157894736843
4492,36709,0,1,0.368421052631579
4493,36966,0,2,0.17894736842105263
4494,3218,1,2,0.4736842105263158
4496,38344,0,3,0.37894736842105264
4497,36402,1,2,0.37894736842105264
4498,39853,0,5,0.4947368421052632
4499,22527,2,3,0.25263157894736843
4500,46012,0,7,0.4
4501,31902,1,1,0.4421052631578947
4502,38216,1,1,0.631578947368421
4504,9453,1,2,0.5263157894736842
4505,2228,1,7,0.35789473684210527
4506,2228,1,7,0.35789473684210527
4507,40571,0,5,0.7368421052631579
4508,41131,0,1,0.4736842105263158
4509,13942,0,5,0.5368421052631579
4510,32107,0,5,0.2947368421052632
4511,24714,0,4,0.4105263157894737
4512,21399,0,1,0.30526315789473685
4513,19707,1,6,0.37894736842105264
4514,22196,1,5,0.25263157894736843
4516,32314,0,2,0.22105263157894736
4517,12287,0,2,0.31578947368421056
4519,12936,0,6,0.5894736842105263
4520,28114,0,2,0.4736842105263158
4523,46197,2,1,0.25263157894736843
4524,26102,1,5,0.7684210526315789
4525,1347,0,5,0.4105263157894737
4526,9198,0,1,0.35789473684210527
4527,45364,1,6,0.4736842105263158
4528,28756,1,3,0.43157894736842106
4530,8312,1,6,0.5789473684210525
4531,28273,0,3,0.19999999999999998
4533,30618,0,1,0.4736842105263158
4534,30618,0,1,0.4736842105263158
4535,39772,2,4,0.6947368421052631
4536,27813,1,1,0.2736842105263158
4537,22736,2,7,0.9368421052631578
4538,24013,1,5,0.5789473684210525
4539,44698,0,3,0.24210526315789474
4541,32567,0,4,0.4210526315789474
4542,10788,1,1,0.12631578947368421
4543,15376,1,1,0.26315789473684215
4546,27904,0,5,0.7052631578947368
4547,15729,0,6,0.43157894736842106
4548,45136,0,2,0.2947368421052632
4550,34813,1,7,0.4210526315789474
4551,32967,1,1,0.4210526315789474
4553,48609,0,2,0.1894736842105263
4554,38389,1,7,0.14736842105263157
4556,26989,0,4,0.4210526315789474
4557,15386,0,2,0.26315789473684215
4558,38217,0,1,0.24210526315789474
4559,2543,0,3,0.23157894736842105
4560,49803,2,5,0.8421052631578947
4561,29106,1,6,0.45263157894736844
4562,31666,0,0,0.1894736842105263
4563,31666,0,0,0.1894736842105263
4564,16738,1,3,0.23157894736842105
4565,30621,1,7,0.16842105263157894
4566,35512,0,1,0.4
4567,28144,0,1,0.2947368421052632
4568,7014,0,4,0.2736842105263158
4569,31447,0,6,0.4
4570,29418,0,5,0.5473684210526315
4571,34018,1,1,0.3894736842105263
4572,37896,0,6,0.8105263157894737
4573,19464,1,2,0.5473684210526315
4574,39153,1,6,0.31578947368421056
4575,10676,1,1,0.368421052631579
4576,42882,0,7,0.25263157894736843
4577,4268,0,5,0.5789473684210525
4578,12748,1,6,0.8105263157894737
4579,28847,0,4,0.7473684210526316
4580,20147,1,1,0.45263157894736844
4581,27386,0,7,0.3473684210526316
4582,26944,1,6,0.6631578947368421
4583,40763,1,6,0.6526315789473683
4585,28838,1,5,0.5684210526315789
4586,48018,1,4,0.4631578947368421
4587,49093,1,1,0.3368421052631579
4588,26343,1,1,0.24210526315789474
4589,7022,1,3,0.4421052631578947
4590,20322,0,5,0.894736842105263
4591,45406,1,6,0.7368421052631579
4592,22168,1,2,0.28421052631578947
4593,5172,0,3,0.26315789473684215
4595,27663,1,2,0.5684210526315789
4596,6356,0,3,0.14736842105263157
4597,7708,0,7,0.5368421052631579
4599,1934,0,0,0.21052631578947367
4600,25811,1,4,0.1894736842105263
4602,45517,1,3,0.4105263157894737
4605,9992,0,0,0.25263157894736843
4606,20554,1,1,0.4105263157894737
4607,1268,1,1,0.31578947368421056
4608,32197,0,6,0.5052631578947367
4609,41729,1,7,0.37894736842105264
4611,27259,0,3,0.25263157894736843
4612,44864,0,5,0.631578947368421
4613,4724,1,1,0.2947368421052632
4616,13908,0,0,0.22105263157894736
4617,13908,0,0,0.22105263157894736
4618,7868,0,0,0.12631578947368421
4619,15179,1,4,0.4421052631578947
4620,41223,1,6,0.6631578947368421
4621,6981,1,1,0.6842105263157894
4623,27359,0,1,0.3368421052631579
4624,49141,1,2,0.37894736842105264
4625,4574,0,4,0.10526315789473684
4626,24851,0,1,0.19999999999999998
4627,38769,1,5,0.5789473684210525
4630,28869,0,6,0.43157894736842106
4631,28732,1,5,0.25263157894736843
4632,40599,1,3,0.28421052631578947
4633,14528,2,4,0.43157894736842106
4637,35133,1,7,0.4105263157894737
4638,40328,0,3,0.30526315789473685
4639,17664,0,5,0.3263157894736842
4640,23024,0,1,0.30526315789473685
4641,30848,1,2,0.2736842105263158
4643,7166,1,4,0.4947368421052632
4644,19102,0,1,0.37894736842105264
4645,34472,0,2,0.5789473684210525
4646,6612,0,2,0.43157894736842106
4647,4737,2,0,0.16842105263157894
4648,26263,1,1,0.17894736842105263
4649,21657,0,7,0.4421052631578947
4650,39047,0,2,0.5473684210526315
4651,42877,0,1,0.19999999999999998
4652,14931,0,7,0.4105263157894737
4653,32433,0,0,0.15789473684210525
4654,8821,0,6,0.5684210526315789
4656,31879,0,4,0.5052631578947367
4657,17259,0,5,0.3473684210526316
4658,21161,0,6,0.5578947368421052
4659,39171,1,4,0.19999999999999998
4661,8298,1,7,0.4736842105263158
4662,33193,0,2,0.35789473684210527
4663,40582,2,2,0.24210526315789474
4664,17463,2,4,0.17894736842105263
4665,30276,0,1,0.17894736842105263
4666,12194,1,3,0.12631578947368421
4667,39866,1,7,0.10526315789473684
4668,13746,0,7,0.2736842105263158
4669,29639,0,5,0.5578947368421052
4670,38932,0,2,0.35789473684210527
4671,14989,1,4,0.6421052631578947
4672,6898,1,5,0.4210526315789474
4676,1792,2,6,0.43157894736842106
4677,1138,0,4,0.3473684210526316
4679,7807,1,1,0.1894736842105263
4681,29237,0,3,0.2947368421052632
4682,49873,0,0,0.11578947368421053
4683,13574,0,1,0.09473684210526315
4684,6986,1,1,0.2947368421052632
4685,6534,1,3,0.15789473684210525
4686,24453,0,4,0.368421052631579
4687,24453,0,4,0.368421052631579
4689,47607,1,6,0.22105263157894736
4690,16609,1,2,0.2947368421052632
4691,26383,1,0,0.28421052631578947
4692,34912,1,3,0.1894736842105263
4693,6441,0,2,0.28421052631578947
4694,4596,1,5,0.14736842105263157
4695,43411,0,1,0.6947368421052631
4696,8091,0,7,0.17894736842105263
4697,26794,1,5,0.4
4698,33804,0,7,0.30526315789473685
4699,20231,1,0,0.25263157894736843
4700,7226,2,5,0.7999999999999999
4701,5334,0,0,0.1894736842105263
4703,15243,0,6,0.5263157894736842
4704,37421,1,4,0.15789473684210525
4706,35266,0,2,0.3473684210526316
4707,1597,1,3,0.2947368421052632
4708,33352,1,0,0.10526315789473684
4709,48562,1,6,0.3368421052631579
4710,3541,1,0,0.22105263157894736
4711,413,0,1,0.3263157894736842
4712,1858,0,1,0.4947368421052632
4714,38428,0,0,0.09473684210526315
4715,49617,0,2,0.23157894736842105
4716,29383,1,4,0.37894736842105264
4717,13027,1,7,0.4736842105263158
4718,11193,1,4,0.09473684210526315
4719,40591,0,2,0.4947368421052632
4720,4338,1,5,0.22105263157894736
4721,4794,1,1,0.4105263157894737
4722,4794,1,1,0.4105263157894737
4723,44304,0,3,0.13684210526315788
4724,17849,0,5,0.6105263157894736
4726,40298,0,5,0.37894736842105264
4727,7384,0,3,0.19999999999999998
4728,32177,1,4,0.37894736842105264
4729,49619,1,2,0.5578947368421052
4730,258,0,2,0.21052631578947367
4731,18278,0,4,0.30526315789473685
4732,34661,0,4,0.12631578947368421
4733,30427,0,0,0.16842105263157894
4734,2592,1,3,0.3263157894736842
4735,45073,1,3,0.35789473684210527
4736,14082,1,4,0.22105263157894736
4737,8572,1,7,0.15789473684210525
4738,43811,0,1,0.4105263157894737
4739,17476,1,0,0.22105263157894736
4740,791,1,3,0.4210526315789474
4743,12006,1,6,0.8105263157894737
4745,19261,0,1,0.2947368421052632
4746,15914,1,7,0.3473684210526316
4747,11738,1,7,0.4631578947368421
4748,40977,1,0,0.11578947368421053
4749,45369,1,4,0.17894736842105263
4750,21564,1,2,0.368421052631579
4751,6534,1,3,0.15789473684210525
4752,23812,0,5,0.8421052631578947
4753,44733,0,6,0.35789473684210527
4755,44592,0,0,0.16842105263157894
4756,11578,1,3,0.4105263157894737
4757,43512,1,1,0.3368421052631579
4758,28783,0,0,0.43157894736842106
4759,34261,0,1,0.2736842105263158
4760,37967,0,3,0.25263157894736843
4762,43317,1,3,0.23157894736842105
4763,36408,0,3,0.16842105263157894
4764,13007,1,7,0.31578947368421056
4765,10634,1,1,0.6526315789473683
4766,40366,0,3,0.2947368421052632
4767,11832,1,0,0.4210526315789474
4768,14626,0,1,0.5684210526315789
4770,18168,0,3,0.12631578947368421
4774,2812,2,4,0.6842105263157894
4777,16717,1,1,0.09473684210526315
4779,27897,1,2,0.5473684210526315
4780,38503,1,2,0.2736842105263158
4781,4609,2,2,0.7263157894736841
4782,4603,0,3,0.3263157894736842
4783,42547,2,0,0.23157894736842105
4784,3044,1,2,0.31578947368421056
4785,9191,1,4,0.4105263157894737
4786,3569,1,3,0.25263157894736843
4787,37737,0,3,0.14736842105263157
4788,42118,0,5,0.6421052631578947
4789,19656,1,6,0.5789473684210525
4790,26294,0,3,0.24210526315789474
4791,7504,0,3,0.26315789473684215
4792,1841,0,6,0.2736842105263158
4793,20889,0,3,0.16842105263157894
4794,16162,0,4,0.3263157894736842
4796,21048,0,7,0.5578947368421052
4797,32423,0,6,0.6526315789473683
4798,27329,1,0,0.24210526315789474
4799,2447,1,6,0.5263157894736842
4800,6177,1,1,0.4
4801,44838,1,4,0.368421052631579
4802,39347,0,6,0.5368421052631579
4803,44376,1,5,0.2736842105263158
4806,1617,1,5,0.631578947368421
4807,18792,0,0,0.23157894736842105
4809,19093,1,4,0.43157894736842106
4810,3366,0,6,0.5368421052631579
4812,39828,0,6,0.5473684210526315
4813,28521,1,7,0.09473684210526315
4814,40958,1,7,0.9368421052631578
4817,47873,0,4,0.21052631578947367
4819,39113,1,3,0.17894736842105263
4822,10267,0,4,0.22105263157894736
4824,46869,0,4,0.1894736842105263
4825,45636,1,7,0.3473684210526316
4827,36574,0,0,0.14736842105263157
4829,43972,0,0,0.12631578947368421
4830,18562,1,3,0.13684210526315788
4831,38233,1,0,0.4736842105263158
4833,4178,0,3,0.23157894736842105
4834,36361,0,7,0.16842105263157894
4835,33151,1,4,0.6421052631578947
4837,14016,0,6,0.4105263157894737
4838,38517,0,2,0.24210526315789474
4839,14427,2,4,0.2947368421052632
4840,37618,0,4,0.4842105263157895
4841,22,0,1,0.26315789473684215
4842,18651,1,5,0.6947368421052631
4843,38113,1,1,0.6210526315789473
4844,45632,1,2,0.12631578947368421
4845,14519,0,6,0.7263157894736841
4846,20071,0,7,0.5052631578947367
4848,41669,0,0,0.19999999999999998
4849,43858,1,3,0.35789473684210527
4850,28087,1,7,0.14736842105263157
4851,18353,0,2,0.4631578947368421
4852,38924,2,3,0.30526315789473685
4853,42882,0,7,0.25263157894736843
4854,42882,0,7,0.25263157894736843
4855,1089,1,2,0.5578947368421052
4857,38038,1,5,0.4421052631578947
4859,10301,1,3,0.24210526315789474
4860,37958,1,0,0.2736842105263158
4861,34436,0,1,0.35789473684210527
4862,32903,1,0,0.07368421052631578
4863,5528,1,1,0.5578947368421052
4864,19536,0,0,0.19999999999999998
4865,44988,0,3,0.26315789473684215
4866,9944,1,0,0.09473684210526315
4867,46678,1,0,0.23157894736842105
4868,49478,1,4,0.6210526315789473
4869,951,0,0,0.21052631578947367
4870,49071,1,6,0.4421052631578947
4871,37919,0,4,0.7789473684210526
4873,36776,1,6,0.2736842105263158
4874,25328,0,0,0.37894736842105264
4875,21637,0,3,0.4210526315789474
4876,31679,2,1,0.3473684210526316
4877,15767,1,4,0.7473684210526316
4878,1189,1,2,0.28421052631578947
4879,23628,0,4,0.23157894736842105
4880,7423,1,3,0.23157894736842105
4881,40812,1,5,0.5368421052631579
4882,22548,0,1,0.3263157894736842
4883,41739,0,2,0.4
4884,10304,0,1,0.30526315789473685
4886,22241,1,2,0.19999999999999998
4887,26823,1,7,0.10526315789473684
4888,27718,0,1,0.21052631578947367
4889,15231,0,3,0.16842105263157894
4890,9556,0,5,0.9263157894736842
4891,27888,1,1,0.21052631578947367
4892,48503,1,6,0.5368421052631579
4893,43151,1,4,0.45263157894736844
4894,35531,1,7,0.12631578947368421
4895,20714,0,3,0.25263157894736843
4896,21977,0,3,0.6631578947368421
4897,18118,1,4,0.3894736842105263
4898,12366,0,0,0.26315789473684215
4899,26078,1,5,0.5157894736842105
4900,48552,1,1,0.5789473684210525
4901,22197,0,6,0.6842105263157894
4902,47758,1,2,0.10526315789473684
4903,43417,0,5,0.5368421052631579
4905,37123,0,2,0.13684210526315788
4907,11708,1,6,0.30526315789473685
4909,6336,0,2,0.2736842105263158
4910,37396,0,4,0.6210526315789473
4911,33782,1,1,0.7473684210526316
4913,38219,0,0,0.052631578947368425
4915,29221,1,0,0.15789473684210525
4916,36223,0,3,0.21052631578947367
4917,8286,1,5,0.6421052631578947
4918,11487,0,3,0.2736842105263158
4919,22656,0,1,0.3473684210526316
4920,43829,0,4,0.2736842105263158
4921,11824,1,2,0.45263157894736844
4923,8352,1,7,0.45263157894736844
4924,8873,0,5,0.21052631578947367
4925,46444,0,4,0.5789473684210525
4928,27709,0,3,0.3368421052631579
4931,33611,1,1,0.368421052631579
4932,23463,0,0,0.16842105263157894
4933,23582,1,5,0.7473684210526316
4934,28981,0,6,0.3894736842105263
4936,36201,0,6,0.5473684210526315
4937,23176,0,1,0.07368421052631578
4939,38563,0,5,0.30526315789473685
4941,10592,1,6,0.7052631578947368
4942,44924,0,1,0.7368421052631579
4943,9788,1,1,0.4210526315789474
4945,26743,2,1,0.14736842105263157
4946,38787,0,7,0.13684210526315788
4948,10527,1,7,0.23157894736842105
4949,3931,0,4,0.43157894736842106
4950,39699,0,3,0.19999999999999998
4951,8381,0,0,0.10526315789473684
4956,35619,1,1,0.37894736842105264
4957,24711,1,3,0.1894736842105263
4958,47429,0,3,0.2736842105263158
4959,25233,0,2,0.19999999999999998
4960,42784,0,4,0.3368421052631579
4961,21602,1,6,0.4947368421052632
4962,42204,0,5,0.5263157894736842
4963,3232,1,6,0.37894736842105264
4964,24718,0,6,0.4631578947368421
4965,4061,1,1,0.4421052631578947
4966,46572,0,1,0.1894736842105263
4967,18209,0,3,0.21052631578947367
4968,8646,1,2,0.28421052631578947
4969,27787,0,0,0.16842105263157894
4970,15169,0,5,0.631578947368421
4973,40616,2,5,0.5684210526315789
4974,48956,0,4,0.4210526315789474
4975,12791,0,3,0.4
4976,45551,1,4,0.4210526315789474
4977,32874,0,0,0.17894736842105263
4978,26364,1,2,0.23157894736842105
4980,26854,0,2,0.13684210526315788
4981,9497,1,1,0.30526315789473685
4982,17504,0,1,0.1894736842105263
4984,33906,1,2,0.30526315789473685
4985,18369,0,0,0.23157894736842105
4986,20896,1,6,0.7473684210526316
4987,833,2,5,0.15789473684210525
4988,16986,0,0,0.19999999999999998
4989,3431,1,7,0.4421052631578947
4990,29243,1,1,0.16842105263157894
4991,1957,0,3,0.26315789473684215
4992,17129,2,6,0.21052631578947367
4993,20508,0,6,0.31578947368421056
4994,30031,0,5,0.4421052631578947
4995,32196,0,4,0.26315789473684215
4996,35923,0,7,0.3894736842105263
4997,33607,0,4,0.5578947368421052
4999,8671,2,7,0.23157894736842105
5000,15431,1,4,0.7473684210526316
